description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,neg_log10_p,gene_ratio
"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]",20972,26421,5,"[[], [], [], [], [], [], [], [], ['IDA', 'IMP'], [], ['IDA'], [], ['IMP'], [], ['IEA'], [], ['IDA'], []]",protein localization to membrane,GO:0072657,0.03099946286481089,"['GO:0008104', 'GO:0051668']",0.29411764705882354,query_1,17,0.011235955056179775,True,GO:BP,445,16298,26,1.508645831226039,0.29411764705882354
"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]",20972,27993,6,"[[], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['ISS'], ['NAS'], [], [], ['ISS'], [], ['IEA']]",trans-synaptic signaling,GO:0099537,0.03135373974321824,['GO:0099536'],0.35294117647058826,query_1,17,0.007772020725388601,True,GO:BP,772,17870,22,1.5037106509105005,0.35294117647058826
"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]",22155,36836,5,"[[], [], [], [], [], ['IDA'], [], [], ['IDA'], [], ['ISS'], [], [], [], ['IEA'], [], ['IMP', 'IEA'], []]",perinuclear region of cytoplasm,GO:0048471,0.032612738105087274,"['GO:0005737', 'GO:0110165']",0.2777777777777778,query_1,18,0.006954102920723227,True,GO:CC,719,2167,18,1.4866127371029754,0.2777777777777778
Bacterial invasion of epithelial cells,8716,39177,3,"[[], [], [], [], [], [], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], ['KEGG'], [], []]",Bacterial invasion of epithelial cells,KEGG:05100,0.03269464848766973,['KEGG:00000'],0.16666666666666666,query_1,18,0.03896103896103896,True,KEGG,77,439,94,1.4855233275376754,0.16666666666666666
"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",20972,16824,5,"[[], [], [], [], [], [], [], [], [], [], [], ['IDA'], ['IDA'], [], ['IDA'], [], ['IDA', 'IMP'], ['IMP']]",positive regulation of protein modification process,GO:0031401,0.032709775329638,"['GO:0031399', 'GO:0036211', 'GO:0051247']",0.29411764705882354,query_1,17,0.011111111111111112,True,GO:BP,450,6701,27,1.4853224388598414,0.29411764705882354
"""The expansion of a T cell population by cell division. Follows T cell activation."" [GOC:jl]",20972,19449,4,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], ['IEA'], [], [], []]",T cell proliferation,GO:0042098,0.03324365184305209,"['GO:0042110', 'GO:0046651']",0.23529411764705882,query_1,17,0.018691588785046728,True,GO:BP,214,9326,19,1.4782912746540893,0.23529411764705882
"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]",20972,19977,5,"[[], ['IDA'], [], ['IDA'], [], [], [], [], [], [], [], ['IDA'], ['IDA'], [], ['IDA'], [], [], []]",positive regulation of catalytic activity,GO:0043085,0.033414179420144234,"['GO:0044093', 'GO:0050790']",0.29411764705882354,query_1,17,0.011061946902654867,True,GO:BP,452,9854,21,1.4760691997409212,0.29411764705882354
"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]",20972,11406,4,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP'], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of adaptive immune response,GO:0002819,0.0338569959697207,"['GO:0002250', 'GO:0050776']",0.23529411764705882,query_1,17,0.018604651162790697,True,GO:BP,215,1283,19,1.4703515781718617,0.23529411764705882
"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",20972,24908,10,"[['IEA'], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], [], ['ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS'], ['TAS', 'NAS', 'IEA'], [], ['IEA'], ['ISS'], [], ['ISS', 'IEA']]",regulation of biological quality,GO:0065008,0.03440583023425307,['GO:0065007'],0.5882352941176471,query_1,17,0.0033749578130273373,True,GO:BP,2963,14785,28,1.4633679578930308,0.5882352941176471
Signal Transduction,11056,41633,12,"[[], [], [], [], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",Signal Transduction,REAC:R-HSA-162582,0.03451454789682026,['REAC:0000000'],0.6666666666666666,query_1,18,0.004669260700389105,True,REAC,2570,2309,97,1.4619978110255571,0.6666666666666666
"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [EC:2.7.-.-]",20208,2881,6,"[[], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], [], ['EXP', 'IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], [], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA']]","transferase activity, transferring phosphorus-containing groups",GO:0016772,0.03480979288799212,['GO:0016740'],0.3333333333333333,query_1,18,0.006329113924050633,True,GO:MF,948,2881,1,1.4582985606820933,0.3333333333333333
"""A molecular function characterized by the coupling of ATP hydrolysis to other steps of a reaction mechanism to make the reaction energetically favorable, for example to catalyze a reaction or drive transport against a concentration gradient."" [PMID:24878343, PMID:25750732, PMID:32933017, PMID:33818025, PMID:33873056, PMID:33988324]",20208,9386,5,"[['IBA', 'IEA'], ['IDA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], []]",ATP-dependent activity,GO:0140657,0.03610853001825952,['GO:0003674'],0.2777777777777778,query_1,18,0.008561643835616438,True,GO:MF,584,9386,3,1.4423901913835577,0.2777777777777778
"""Binding to protein tyrosine kinase."" [PMID:25499537]",20208,10056,3,"[[], [], [], [], [], [], ['IPI'], [], ['IEA'], [], [], [], [], [], ['IPI'], [], [], []]",protein tyrosine kinase binding,GO:1990782,0.03798707092185665,['GO:0019901'],0.16666666666666666,query_1,18,0.02654867256637168,True,GO:MF,113,10056,11,1.4203641924025538,0.16666666666666666
"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]",20972,27992,6,"[[], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['ISS'], ['NAS'], [], [], ['ISS'], [], ['IEA']]",synaptic signaling,GO:0099536,0.03917384097855138,['GO:0007267'],0.35294117647058826,query_1,17,0.007471980074719801,True,GO:BP,803,17869,22,1.407003843974006,0.35294117647058826
B cell receptor signaling pathway,8716,39090,3,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",B cell receptor signaling pathway,KEGG:04662,0.03932724971572042,['KEGG:00000'],0.16666666666666666,query_1,18,0.036585365853658534,True,KEGG,82,352,95,1.4053064241737936,0.16666666666666666
"""Any process that stops, prevents or reduces the rate or extent of T cell proliferation."" [GOC:jl]",20972,19466,3,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], [], []]",negative regulation of T cell proliferation,GO:0042130,0.04069893678142854,"['GO:0042098', 'GO:0042129', 'GO:0050672', 'GO:0050868']",0.17647058823529413,query_1,17,0.04054054054054054,True,GO:BP,74,9343,19,1.3904169361307988,0.17647058823529413
"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",20972,23755,7,"[[], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], ['IMP'], ['TAS'], ['ISS'], [], ['IDA', 'IMP'], ['IEA'], []]",epithelium development,GO:0060429,0.040710457198689654,['GO:0009888'],0.4117647058823529,query_1,17,0.005672609400324149,True,GO:BP,1234,13632,29,1.3902940202500997,0.4117647058823529
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",20972,25713,7,"[[], [], [], [], [], [], ['IEA'], [], [], [], ['IDA', 'IGI', 'TAS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], ['IDA', 'IMP', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA']]",cellular response to endogenous stimulus,GO:0071495,0.04157290865216736,['GO:0009719'],0.4117647058823529,query_1,17,0.005654281098546042,True,GO:BP,1238,15590,19,1.3811895889796002,0.4117647058823529
"""Binding to chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase."" [GOC:jl, ISBN:0198506732, PMID:20404130]",20208,316,5,"[['IDA', 'IEA'], ['IEA'], [], ['IDA'], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], ['IDA'], []]",chromatin binding,GO:0003682,0.04196357215306729,['GO:0005488'],0.2777777777777778,query_1,18,0.008291873963515755,True,GO:MF,603,316,12,1.3771275495458377,0.2777777777777778
Developmental Biology,11056,40088,9,"[[], [], [], [], [], [], ['REAC'], [], ['REAC'], [], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",Developmental Biology,REAC:R-HSA-1266738,0.042011001213610975,['REAC:0000000'],0.5,query_1,18,0.006456241032998565,True,REAC,1394,764,103,1.3766369681557704,0.5
"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",20972,13766,10,"[[], [], [], [], [], [], ['IMP', 'ISS', 'IEA'], ['IEA'], [], [], ['IGI', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA']]",regulation of signal transduction,GO:0009966,0.0421807893349784,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']",0.5882352941176471,query_1,17,0.003299241174529858,True,GO:BP,3031,3643,19,1.374885297507438,0.5882352941176471
"""Any process that modulates the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",20972,31165,3,"[[], [], [], [], [], [], ['IDA', 'IMP', 'IGI'], [], [], [], [], [], [], ['IDA'], [], [], ['IMP'], []]",regulation of miRNA transcription,GO:1902893,0.04237349033250186,"['GO:0006355', 'GO:0061614', 'GO:2000628']",0.17647058823529413,query_1,17,0.04,True,GO:BP,75,21042,19,1.372905761401092,0.17647058823529413
"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]",20208,356,13,"[['IBA', 'IEA'], ['IDA', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], [], [], ['IDA'], ['IMP', 'IBA', 'TAS', 'IEA'], [], [], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['EXP', 'IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], [], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA']]",catalytic activity,GO:0003824,0.043295497670219854,['GO:0003674'],0.7222222222222222,query_1,18,0.002259690596210673,True,GO:MF,5753,356,13,1.3635572638924578,0.7222222222222222
Epstein-Barr virus infection,8716,39204,4,"[[], [], [], [], [], [], ['KEGG'], [], [], [], ['KEGG'], [], ['KEGG'], ['KEGG'], [], [], [], []]",Epstein-Barr virus infection,KEGG:05169,0.04332624980194852,['KEGG:00000'],0.2222222222222222,query_1,18,0.01990049751243781,True,KEGG,201,466,96,1.363248900644951,0.2222222222222222
"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",20972,14962,5,"[[], [], [], [], [], [], ['IMP'], [], ['IEA'], [], [], [], ['IDA'], [], ['IMP'], [], ['IDA'], []]",cell growth,GO:0016049,0.04369688606748699,"['GO:0009987', 'GO:0040007']",0.29411764705882354,query_1,17,0.010460251046025104,True,GO:BP,478,4839,19,1.359549510670137,0.29411764705882354
ERBB2 Activates PTK6 Signaling,11056,40188,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], []]",ERBB2 Activates PTK6 Signaling,REAC:R-HSA-8847993,0.043752213961353995,"['REAC:R-HSA-1227986', 'REAC:R-HSA-8848021']",0.1111111111111111,query_1,18,0.18181818181818182,True,REAC,11,864,97,1.3589999657988918,0.1111111111111111
"""The cellular synthesis of microRNA (miRNA) transcripts. MicroRNA genes are synthesized as primary (pri) miRNA transcripts and subsequently processed to produce the ~22nt miRNAs that function in gene regulation."" [GOC:dph, GOC:kmv, PMID:18778799]",20972,24615,3,"[[], [], [], [], [], [], ['IDA', 'IMP', 'IGI'], [], [], [], [], [], [], ['IDA'], [], [], ['IMP'], []]",miRNA transcription,GO:0061614,0.04409276945530322,"['GO:0006351', 'GO:0010586']",0.17647058823529413,query_1,17,0.039473684210526314,True,GO:BP,76,14492,19,1.3556326223942992,0.17647058823529413
"""Any process that activates or increases the frequency, rate or extent of DNA recombination."" [GOC:go_curators]",20972,21053,3,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",positive regulation of DNA recombination,GO:0045911,0.04409276945530322,"['GO:0000018', 'GO:0006310', 'GO:0051054']",0.17647058823529413,query_1,17,0.039473684210526314,True,GO:BP,76,10930,19,1.3556326223942992,0.17647058823529413
DNA Repair,11056,39788,5,"[['REAC'], ['REAC'], ['REAC'], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], []]",DNA Repair,REAC:R-HSA-73894,0.04515925018460211,['REAC:0000000'],0.2777777777777778,query_1,18,0.015197568389057751,True,REAC,329,464,100,1.3452532776282295,0.2777777777777778
"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",20972,14189,10,"[['IEA'], ['IDA', 'IEA'], [], ['IDA', 'ISS', 'IEA'], ['IMP'], [], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], [], [], [], ['IEA'], ['IDA', 'IMP'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP'], [], [], ['IDA'], []]",negative regulation of macromolecule metabolic process,GO:0010605,0.04869557159522938,"['GO:0009892', 'GO:0043170', 'GO:0060255']",0.5882352941176471,query_1,17,0.003246753246753247,True,GO:BP,3080,4066,19,1.3125105319928152,0.5882352941176471
"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",20972,12842,5,"[[], [], [], ['IEA'], [], [], ['IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], [], [], [], ['IMP'], []]",regulation of mitotic cell cycle,GO:0007346,0.04872507535330009,"['GO:0000278', 'GO:0051726']",0.29411764705882354,query_1,17,0.010224948875255624,True,GO:BP,489,2719,30,1.3122474805736632,0.29411764705882354
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",20972,19523,11,"[[], [], ['IEA'], [], ['IDA', 'IBA'], [], ['IDA', 'IMP', 'IGI', 'IEP', 'IEA'], [], ['IDA', 'IEA'], [], ['IDA', 'ISS', 'TAS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IEP'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA']]",response to chemical,GO:0042221,0.04947037671418765,['GO:0050896'],0.6470588235294118,query_1,17,0.0028475278281128655,True,GO:BP,3863,9400,19,1.3056547824947227,0.6470588235294118
"""Any process that modulates the frequency, rate, or extent of immunoglobulin production."" [GOC:add]",20972,11235,3,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of immunoglobulin production,GO:0002637,0.049524538404947346,"['GO:0002377', 'GO:0002700']",0.17647058823529413,query_1,17,0.0379746835443038,True,GO:BP,79,1112,19,1.3051795636262347,0.17647058823529413
